account_id,principal_amount,outstanding_amount,dpd,risk_segment,status,loan_type,opened_at,timezone,success_payment_amount,success_payment_count,recovery_rate,dpd_band
ACC0020972,616734.89,331745.71,0,LOW,CLOSED,CONSUMER,22-03-2025 02:53,UTC,0,0,0,0
ACC0020973,78538.34,272116.27,30,LOW,ACTIVE,CONSUMER,26-05-2024 21:11,Asia/Dubai,0,0,0,Jan-30
ACC0020974,361862.79,644785.44,30,HIGH,ACTIVE,CREDIT_CARD,01-07-2024 10:03,Asia/Kolkata,0,0,0,Jan-30
ACC0020975,753856.96,282165.65,30,NPA,ACTIVE,PERSONAL,05-09-2024 15:44,Asia/Dubai,0,0,0,Jan-30
ACC0020976,246167.66,686272.48,5,MEDIUM,CLOSED,AUTO,07-12-2024 00:38,UTC,102388.34,1,0.14919488,Jan-30
ACC0020977,763777.28,464089.77,120,LOW,WRITEOFF,BNPL,02-04-2025 01:07,Asia/Kolkata,0,0,0,91-180
ACC0020978,179860.7,585807.48,30,MEDIUM,PAID,PERSONAL,18-06-2025 05:29,UTC,0,0,0,Jan-30
ACC0020979,93049.48,488085.62,60,LOW,WRITEOFF,CONSUMER,02-09-2025 03:33,Asia/Kolkata,0,0,0,31-60
ACC0020980,139036.77,484953.3,15,MEDIUM,PAID,AUTO,26-05-2025 12:36,Asia/Dubai,0,0,0,Jan-30
ACC0020981,150917.64,499308.25,0,MEDIUM,WRITEOFF,AUTO,11-08-2025 16:18,Asia/Kolkata,0,0,0,0
ACC0020982,625552.67,377224.35,120,HIGH,WRITEOFF,AUTO,13-08-2025 11:05,UTC,144415.02,1,0.382835891,91-180
ACC0020983,139326.55,173393.03,45,MEDIUM,PAID,CONSUMER,10-08-2025 22:41,Asia/Dubai,287897.4,3,1.660374699,31-60
ACC0020984,233283.42,272078.3,30,NPA,ACTIVE,CREDIT_CARD,22-08-2024 03:59,Asia/Kolkata,0,0,0,Jan-30
ACC0020985,265695.17,138903.42,1,LOW,CLOSED,PERSONAL,25-09-2025 21:22,UTC,0,0,0,Jan-30
ACC0020986,462382.21,395030.04,30,LOW,CLOSED,CONSUMER,05-08-2024 22:58,Asia/Dubai,65707.21,1,0.166334717,Jan-30
ACC0020987,799813.8,329490.56,0,LOW,CLOSED,CONSUMER,13-12-2024 01:19,Asia/Kolkata,123065.16,2,0.373501323,0
ACC0020988,363823.52,517485.41,90,MEDIUM,PAID,BNPL,17-08-2024 14:05,Asia/Kolkata,0,0,0,61-90
ACC0020989,744035.94,658483.81,60,NPA,PAID,PERSONAL,24-10-2025 18:53,Asia/Kolkata,89944.33,1,0.136593077,31-60
ACC0020990,277645.21,109289.78,120,HIGH,CLOSED,PERSONAL,28-01-2025 11:50,Asia/Dubai,13076.44,1,0.119649248,91-180
ACC0020991,483102.5,278731.85,75,MEDIUM,WRITEOFF,CREDIT_CARD,23-08-2024 18:09,Asia/Kolkata,0,0,0,61-90
ACC0020992,82607.58,561479.81,60,NPA,ACTIVE,AUTO,27-11-2024 01:25,Asia/Kolkata,37767.8,1,0.067264752,31-60
ACC0020993,116960.31,83118.2,45,HIGH,ACTIVE,AUTO,19-05-2024 17:56,Asia/Dubai,138072.56,1,1.661159169,31-60
ACC0020994,401019.83,367232.38,5,NPA,PAID,CREDIT_CARD,31-07-2024 19:39,Asia/Kolkata,96381.42,2,0.262453491,Jan-30
ACC0020995,733381.74,46453.7,0,LOW,WRITEOFF,CREDIT_CARD,13-11-2025 22:59,Asia/Kolkata,0,0,0,0
ACC0020996,400103.93,57099.29,60,NPA,ACTIVE,BNPL,07-03-2024 07:47,Asia/Dubai,325084.56,4,5.69332053,31-60
ACC0020997,336058.38,60050.52,180,LOW,WRITEOFF,BNPL,27-08-2024 13:55,Asia/Dubai,0,0,0,91-180
ACC0020998,57131.09,282313.95,120,MEDIUM,ACTIVE,BNPL,16-06-2025 09:04,UTC,3804.04,1,0.013474502,91-180
ACC0020999,761119.99,200304.25,5,MEDIUM,CLOSED,CREDIT_CARD,20-06-2025 05:32,Asia/Dubai,58553.8,1,0.292324302,Jan-30
ACC0021000,286304.02,63726.65,90,NPA,WRITEOFF,CONSUMER,30-10-2024 09:19,Asia/Kolkata,0,0,0,61-90
ACC0021001,664076.32,517397.92,90,NPA,PAID,BNPL,28-04-2025 04:57,Asia/Dubai,0,0,0,61-90
ACC0021002,110818.75,441593.25,60,LOW,CLOSED,CREDIT_CARD,09-05-2024 10:41,Asia/Dubai,0,0,0,31-60
ACC0021003,799761.64,433202.2,75,HIGH,CLOSED,PERSONAL,10-05-2024 19:37,Asia/Kolkata,0,0,0,61-90
ACC0021004,113195.48,91088.24,180,MEDIUM,WRITEOFF,PERSONAL,27-10-2024 13:40,Asia/Kolkata,86895.92,1,0.953975178,91-180
ACC0021005,537474.64,194720.61,75,MEDIUM,PAID,CREDIT_CARD,20-09-2025 19:45,Asia/Kolkata,81231.36,1,0.417168784,61-90
ACC0021006,364883.95,405355.67,90,LOW,PAID,BNPL,31-01-2024 22:06,Asia/Kolkata,0,0,0,61-90
ACC0021007,756121.87,111994.3,90,LOW,PAID,CONSUMER,19-11-2024 14:09,UTC,84724.6,1,0.756508144,61-90
ACC0021008,465225.02,605952.08,0,NPA,CLOSED,CONSUMER,18-01-2025 10:10,Asia/Dubai,0,0,0,0
ACC0021009,518251.5,43550.75,1,LOW,CLOSED,BNPL,16-04-2024 07:43,Asia/Dubai,0,0,0,Jan-30
ACC0021010,652872.3,495027.47,180,LOW,PAID,CONSUMER,13-04-2024 05:49,Asia/Dubai,124523.27,2,0.251548202,91-180
ACC0021011,275406.64,57637.11,120,LOW,PAID,CREDIT_CARD,20-04-2024 04:04,Asia/Dubai,70387.3,1,1.221214943,91-180
ACC0021012,675438.85,57709.62,180,HIGH,PAID,CONSUMER,23-06-2024 04:33,Asia/Kolkata,76736.65,2,1.329702916,91-180
ACC0021013,633028.34,592955.25,5,MEDIUM,WRITEOFF,AUTO,25-09-2025 18:24,UTC,113078.34,1,0.190702991,Jan-30
ACC0021014,372622.74,334036.88,120,NPA,ACTIVE,PERSONAL,27-03-2025 19:30,Asia/Kolkata,0,0,0,91-180
ACC0021015,293210.43,242202.76,30,MEDIUM,PAID,AUTO,24-04-2025 10:13,UTC,62935.27,1,0.259845387,Jan-30
ACC0021016,364337.74,591068.89,5,LOW,PAID,BNPL,07-10-2025 03:41,Asia/Kolkata,0,0,0,Jan-30
ACC0021017,522429.78,658112.94,90,LOW,CLOSED,AUTO,20-09-2025 21:34,Asia/Kolkata,65944.33,1,0.100202148,61-90
ACC0021018,333742.74,21895.9,1,HIGH,ACTIVE,BNPL,08-03-2024 10:18,Asia/Dubai,0,0,0,Jan-30
ACC0021019,63838.87,65713.63,180,NPA,PAID,AUTO,05-09-2024 22:54,Asia/Dubai,51436.67,1,0.782739745,91-180
ACC0021020,265822.82,632619.02,0,NPA,WRITEOFF,AUTO,24-01-2024 03:15,Asia/Kolkata,0,0,0,0
ACC0021021,334467.73,608098.42,120,NPA,ACTIVE,CONSUMER,03-02-2024 21:20,Asia/Dubai,121896,2,0.200454394,91-180
ACC0021022,319992.16,491976.02,120,HIGH,ACTIVE,CONSUMER,27-06-2024 20:35,Asia/Kolkata,0,0,0,91-180
ACC0021023,556946.89,585212.63,90,NPA,WRITEOFF,CONSUMER,31-12-2024 05:19,UTC,0,0,0,61-90
ACC0021024,279630.3,104478.44,45,HIGH,PAID,AUTO,13-08-2025 20:13,Asia/Kolkata,0,0,0,31-60
ACC0021025,560591.79,61909.79,90,LOW,WRITEOFF,CONSUMER,07-08-2025 23:00,Asia/Dubai,53280.86,1,0.860620913,61-90
ACC0021026,448629.65,341692.47,60,NPA,ACTIVE,BNPL,04-11-2025 09:21,Asia/Kolkata,0,0,0,31-60
ACC0021027,774637.5,637251.19,45,HIGH,PAID,AUTO,23-07-2025 00:24,Asia/Dubai,0,0,0,31-60
ACC0021028,666856.9,692524.19,45,NPA,WRITEOFF,PERSONAL,20-05-2024 00:24,Asia/Dubai,259996.65,3,0.375433312,31-60
ACC0021029,69872.82,363273.19,60,LOW,CLOSED,PERSONAL,31-07-2024 17:05,Asia/Dubai,0,0,0,31-60
ACC0021030,672432.83,582449.49,120,NPA,WRITEOFF,CONSUMER,18-08-2024 20:43,Asia/Kolkata,0,0,0,91-180
ACC0021031,449716.1,145586.82,180,NPA,CLOSED,PERSONAL,24-07-2025 17:06,UTC,90264.12,1,0.620002003,91-180
ACC0021032,399715.44,598037.78,0,MEDIUM,CLOSED,CONSUMER,10-04-2024 20:50,UTC,21234.63,1,0.035507171,0
ACC0021033,768202.77,469472.39,180,MEDIUM,PAID,PERSONAL,07-04-2025 20:49,UTC,101531.57,1,0.216267393,91-180
ACC0021034,172749.98,432665.87,30,LOW,WRITEOFF,BNPL,11-10-2024 01:24,Asia/Kolkata,52408.95,1,0.121130308,Jan-30
ACC0021035,609240.42,15891.95,15,LOW,ACTIVE,CREDIT_CARD,23-05-2024 19:23,Asia/Dubai,18869.99,1,1.187392988,Jan-30
ACC0021036,322311.31,335292.47,0,NPA,CLOSED,BNPL,30-11-2024 23:23,Asia/Dubai,0,0,0,0
ACC0021037,434176.55,422574.33,60,MEDIUM,CLOSED,PERSONAL,29-08-2025 13:48,UTC,150300.16,2,0.35567745,31-60
ACC0021038,649906.63,493159.95,5,MEDIUM,CLOSED,CREDIT_CARD,30-05-2025 06:05,Asia/Kolkata,54045.38,1,0.109589962,Jan-30
ACC0021039,794764.54,245928.58,75,HIGH,ACTIVE,BNPL,03-10-2024 02:01,UTC,0,0,0,61-90
ACC0021040,299706.72,97722.08,0,LOW,PAID,CREDIT_CARD,25-04-2025 06:48,Asia/Kolkata,122057.09,1,1.249022636,0
ACC0021041,532235.57,97491.26,15,HIGH,PAID,PERSONAL,01-06-2025 06:19,UTC,0,0,0,Jan-30
ACC0021042,618121.45,602498.13,0,MEDIUM,ACTIVE,CONSUMER,09-03-2024 03:06,UTC,121097.43,2,0.200992209,0
ACC0021043,169333,514851.08,120,NPA,PAID,PERSONAL,23-09-2024 02:22,UTC,0,0,0,91-180
ACC0021044,55502.36,411438.45,15,NPA,ACTIVE,CONSUMER,30-03-2025 16:55,UTC,54168.78,2,0.131657068,Jan-30
ACC0021045,347709.21,281032.82,75,HIGH,CLOSED,AUTO,25-04-2024 19:10,Asia/Dubai,172821.61,2,0.614951699,61-90
ACC0021046,614452.24,420215.73,30,LOW,WRITEOFF,CREDIT_CARD,09-08-2024 01:27,Asia/Dubai,88662.94,1,0.210993863,Jan-30
ACC0021047,248732.89,525329.18,120,HIGH,CLOSED,CREDIT_CARD,07-01-2025 08:53,UTC,191981.01,2,0.365448974,91-180
ACC0021048,185807.08,635665.31,120,NPA,CLOSED,PERSONAL,29-03-2024 12:23,UTC,0,0,0,91-180
ACC0021049,46048.34,579407.3,120,LOW,WRITEOFF,AUTO,15-06-2024 18:14,UTC,0,0,0,91-180
ACC0021050,678819.86,630615.92,30,HIGH,ACTIVE,CREDIT_CARD,04-05-2024 00:59,UTC,0,0,0,Jan-30
ACC0021051,749799.49,86920.63,5,HIGH,ACTIVE,CONSUMER,03-01-2025 18:23,Asia/Kolkata,0,0,0,Jan-30
ACC0021052,63715.12,322524.58,180,HIGH,PAID,BNPL,11-06-2025 01:40,Asia/Kolkata,87112.84,1,0.270096747,91-180
ACC0021053,299264.73,178956.37,45,LOW,WRITEOFF,PERSONAL,10-05-2024 00:32,UTC,0,0,0,31-60
ACC0021054,508593.34,135920.47,15,MEDIUM,CLOSED,CONSUMER,13-11-2024 23:05,Asia/Kolkata,172611.06,2,1.269941606,Jan-30
ACC0021055,80538.87,612267.94,30,LOW,PAID,AUTO,16-09-2024 09:42,UTC,42739.7,1,0.06980555,Jan-30
ACC0021056,223199.41,80373.5,30,HIGH,PAID,AUTO,17-05-2025 05:17,Asia/Dubai,47723.21,2,0.593767971,Jan-30
ACC0021057,692424.5,402216.8,30,HIGH,CLOSED,BNPL,26-11-2025 06:39,UTC,0,0,0,Jan-30
ACC0021058,531051.65,63603.7,75,NPA,CLOSED,CREDIT_CARD,07-12-2024 01:52,UTC,0,0,0,61-90
ACC0021059,254390.78,214955.31,45,LOW,PAID,CONSUMER,25-06-2024 15:16,UTC,230605.99,3,1.072808995,31-60
ACC0021060,77557.67,67417.43,1,HIGH,ACTIVE,AUTO,04-06-2024 23:50,UTC,0,0,0,Jan-30
ACC0021061,599721.08,252000.73,30,LOW,PAID,CREDIT_CARD,16-05-2024 05:42,Asia/Kolkata,176015.74,3,0.698473135,Jan-30
ACC0021062,597146.99,493840.05,120,MEDIUM,PAID,CONSUMER,11-08-2024 21:22,UTC,64865.46,2,0.131349128,91-180
ACC0021063,223956.59,167935.26,60,MEDIUM,ACTIVE,CONSUMER,08-09-2024 18:32,UTC,50111.96,2,0.298400467,31-60
ACC0021064,200280.5,424367.25,30,MEDIUM,WRITEOFF,AUTO,31-10-2025 05:07,Asia/Kolkata,204017.44,2,0.480756797,Jan-30
ACC0021065,72308.72,309323.01,15,MEDIUM,WRITEOFF,CREDIT_CARD,03-05-2024 22:55,Asia/Dubai,0,0,0,Jan-30
ACC0021066,354009.17,653039.9,45,HIGH,ACTIVE,CONSUMER,23-04-2025 06:41,UTC,0,0,0,31-60
ACC0021067,79672.94,448898.96,45,MEDIUM,CLOSED,AUTO,08-05-2024 04:37,UTC,0,0,0,31-60
ACC0021068,720516.39,672300.69,75,LOW,CLOSED,CREDIT_CARD,01-07-2024 10:29,UTC,108189.63,1,0.160924467,61-90
ACC0021069,299503.1,357096.49,5,NPA,WRITEOFF,PERSONAL,05-09-2025 07:55,Asia/Kolkata,139517.08,1,0.390698548,Jan-30
ACC0021070,737454.38,440493.26,5,LOW,PAID,CONSUMER,01-04-2025 13:24,UTC,74755.54,1,0.169708703,Jan-30
ACC0021071,455348.8,241282.8,0,NPA,ACTIVE,AUTO,15-01-2024 05:00,Asia/Kolkata,57051.69,1,0.236451542,0
ACC0021072,692385.91,473235.83,75,HIGH,ACTIVE,CREDIT_CARD,08-09-2024 19:13,Asia/Kolkata,75744.82,1,0.160057238,61-90
ACC0021073,132869.35,639888.76,0,LOW,CLOSED,PERSONAL,24-09-2025 09:47,UTC,0,0,0,0
ACC0021074,428465.95,584422.87,15,HIGH,WRITEOFF,BNPL,12-06-2025 03:46,UTC,0,0,0,Jan-30
ACC0021075,530343.44,614359.36,120,MEDIUM,PAID,PERSONAL,14-08-2025 20:22,Asia/Kolkata,0,0,0,91-180
ACC0021076,516429.54,456374.13,0,HIGH,ACTIVE,BNPL,30-03-2024 21:21,Asia/Dubai,22227.39,1,0.048704316,0
ACC0021077,301495.28,294859.73,1,MEDIUM,CLOSED,AUTO,23-03-2024 17:12,Asia/Kolkata,0,0,0,Jan-30
ACC0021078,350375.32,344109.24,15,MEDIUM,WRITEOFF,BNPL,21-03-2025 12:33,UTC,0,0,0,Jan-30
ACC0021079,250126.71,33141.97,120,MEDIUM,PAID,PERSONAL,14-11-2024 07:36,Asia/Dubai,0,0,0,91-180
ACC0021080,492947.95,363508.76,5,NPA,CLOSED,BNPL,05-05-2025 08:18,UTC,90047.64,1,0.247717937,Jan-30
ACC0021081,395622.94,335379.98,15,MEDIUM,CLOSED,AUTO,27-12-2024 16:56,UTC,0,0,0,Jan-30
ACC0021082,258970.74,651233.6,1,LOW,WRITEOFF,PERSONAL,08-10-2025 22:42,UTC,0,0,0,Jan-30
ACC0021083,359872.88,133043.27,1,LOW,CLOSED,AUTO,04-09-2024 19:04,Asia/Kolkata,0,0,0,Jan-30
ACC0021084,506362.88,463513.39,30,MEDIUM,WRITEOFF,CONSUMER,28-12-2024 00:12,Asia/Dubai,0,0,0,Jan-30
ACC0021085,667080.84,606165.42,180,NPA,PAID,CONSUMER,27-01-2025 23:31,Asia/Kolkata,206479.98,2,0.340633057,91-180
ACC0021086,641845.8,40867.53,30,HIGH,PAID,PERSONAL,09-07-2024 22:46,UTC,0,0,0,Jan-30
ACC0021087,681956.57,120611.85,30,HIGH,CLOSED,PERSONAL,21-08-2024 01:58,UTC,108982.71,1,0.903582111,Jan-30
ACC0021088,645298.13,577066.77,0,HIGH,WRITEOFF,CONSUMER,24-05-2025 20:59,UTC,0,0,0,0
ACC0021089,236110.35,4543.94,45,LOW,CLOSED,AUTO,02-04-2025 03:56,UTC,17451.94,1,3.840706523,31-60
ACC0021090,297870.96,494023.79,180,HIGH,WRITEOFF,CREDIT_CARD,12-09-2025 06:19,UTC,0,0,0,91-180
ACC0021091,482389.24,366113.57,45,MEDIUM,CLOSED,BNPL,11-07-2025 02:41,Asia/Dubai,83470.15,1,0.227989774,31-60
ACC0021092,508336.49,543442.74,1,LOW,WRITEOFF,CONSUMER,04-08-2024 14:19,Asia/Dubai,1423.95,1,0.002620239,Jan-30
ACC0021093,114952.14,378486.39,90,NPA,ACTIVE,BNPL,25-05-2025 20:16,Asia/Kolkata,23627.02,2,0.062425019,61-90
ACC0021094,657425,100030.96,30,LOW,CLOSED,CONSUMER,23-03-2024 16:37,UTC,46834.03,1,0.468195347,Jan-30
ACC0021095,744043.78,368318.45,60,MEDIUM,CLOSED,PERSONAL,18-01-2024 16:10,Asia/Dubai,125872.3,1,0.34174856,31-60
ACC0021096,103308.78,496382.46,1,MEDIUM,ACTIVE,CREDIT_CARD,08-08-2024 11:06,Asia/Kolkata,23268.25,1,0.046875649,Jan-30
ACC0021097,799508.1,574300.5,30,HIGH,CLOSED,AUTO,08-08-2024 09:02,Asia/Kolkata,91166.3,1,0.158743202,Jan-30
ACC0021098,116177.25,348670.99,180,HIGH,ACTIVE,BNPL,12-10-2024 04:47,Asia/Dubai,73714.01,1,0.211414233,91-180
ACC0021099,389193.92,492418.49,5,HIGH,CLOSED,BNPL,03-08-2025 15:37,Asia/Kolkata,0,0,0,Jan-30
ACC0021100,130501.28,475918.48,75,LOW,WRITEOFF,CONSUMER,23-03-2024 23:34,UTC,0,0,0,61-90
ACC0021101,243203.87,84166.86,5,LOW,ACTIVE,PERSONAL,11-09-2025 21:28,UTC,0,0,0,Jan-30
ACC0021102,283722.54,300096.19,75,HIGH,WRITEOFF,BNPL,20-06-2025 04:42,Asia/Kolkata,89197.45,1,0.297229532,61-90
ACC0021103,756557.94,414605.54,120,NPA,ACTIVE,CREDIT_CARD,20-11-2025 06:37,Asia/Dubai,135160.46,1,0.325997718,91-180
ACC0021104,542286.36,605251.58,45,LOW,WRITEOFF,PERSONAL,19-03-2025 05:19,Asia/Kolkata,0,0,0,31-60
ACC0021105,449842.42,682752.25,0,NPA,ACTIVE,PERSONAL,21-07-2024 09:24,UTC,0,0,0,0
ACC0021106,751382.99,159250.16,45,HIGH,PAID,CREDIT_CARD,14-04-2025 09:31,Asia/Dubai,0,0,0,31-60
ACC0021107,720535.92,621863.9,0,LOW,PAID,CREDIT_CARD,14-02-2025 23:09,Asia/Dubai,117238.71,1,0.188527924,0
ACC0021108,195923.2,581556.4,0,HIGH,PAID,BNPL,01-11-2024 10:40,UTC,0,0,0,0
ACC0021109,705380.18,154755.5,0,LOW,PAID,AUTO,06-12-2024 10:31,Asia/Dubai,0,0,0,0
ACC0021110,617493,624705.63,45,LOW,WRITEOFF,BNPL,09-05-2024 18:51,Asia/Dubai,6004.3,1,0.009611407,31-60
ACC0021111,259535.33,250087.18,45,LOW,ACTIVE,AUTO,27-08-2025 11:58,UTC,9057.32,1,0.036216651,31-60
ACC0021112,198855.14,358486.06,30,MEDIUM,ACTIVE,CONSUMER,26-08-2025 05:48,Asia/Dubai,0,0,0,Jan-30
ACC0021113,557864.08,658758.81,120,MEDIUM,WRITEOFF,AUTO,18-08-2025 04:22,UTC,0,0,0,91-180
ACC0021114,117462.37,196738.2,45,MEDIUM,PAID,CREDIT_CARD,06-10-2024 22:31,Asia/Dubai,0,0,0,31-60
ACC0021115,461217.74,143886.55,0,LOW,ACTIVE,PERSONAL,30-05-2024 08:46,Asia/Dubai,63711.19,1,0.442787668,0
ACC0021116,749974.6,618204.59,15,LOW,WRITEOFF,CREDIT_CARD,25-10-2025 05:09,UTC,0,0,0,Jan-30
ACC0021117,478172.43,314646.13,60,LOW,WRITEOFF,PERSONAL,01-01-2025 03:35,UTC,0,0,0,31-60
ACC0021118,430945.17,511561.86,75,MEDIUM,WRITEOFF,CREDIT_CARD,12-09-2025 14:25,Asia/Kolkata,140522.64,1,0.274693348,61-90
ACC0021119,499200.9,376897.25,30,MEDIUM,CLOSED,CREDIT_CARD,14-05-2024 01:46,Asia/Dubai,0,0,0,Jan-30
ACC0021120,516645.24,326843.83,5,LOW,WRITEOFF,BNPL,20-10-2025 04:33,Asia/Kolkata,90532.64,1,0.276990513,Jan-30
ACC0021121,413518.69,435838.83,120,LOW,CLOSED,CREDIT_CARD,18-04-2025 11:27,Asia/Kolkata,0,0,0,91-180
ACC0021122,487309.84,81568.18,0,HIGH,ACTIVE,PERSONAL,11-08-2025 02:38,Asia/Dubai,0,0,0,0
ACC0021123,15341.85,357310.72,75,NPA,ACTIVE,CONSUMER,19-04-2024 09:21,Asia/Kolkata,10836.56,1,0.030328113,61-90
ACC0021124,281967.62,139770.75,45,LOW,WRITEOFF,CONSUMER,17-08-2025 01:47,Asia/Kolkata,109849.94,2,0.785929388,31-60
ACC0021125,305906.1,433483,15,MEDIUM,CLOSED,PERSONAL,16-05-2025 06:28,Asia/Dubai,0,0,0,Jan-30
ACC0021126,347206.41,596882.16,90,MEDIUM,ACTIVE,PERSONAL,18-08-2024 02:18,Asia/Dubai,0,0,0,61-90
ACC0021127,782070.34,487606.29,0,MEDIUM,ACTIVE,AUTO,07-08-2025 05:37,Asia/Dubai,0,0,0,0
ACC0021128,105481.32,225364.62,0,HIGH,ACTIVE,AUTO,05-10-2024 08:21,Asia/Dubai,0,0,0,0
ACC0021129,71879.63,350246.84,75,LOW,CLOSED,PERSONAL,25-05-2024 06:34,Asia/Kolkata,0,0,0,61-90
ACC0021130,66267.29,430758.98,1,MEDIUM,CLOSED,CONSUMER,14-05-2024 22:37,Asia/Kolkata,216663.2,2,0.502980112,Jan-30
ACC0021131,699711.33,456668.1,0,HIGH,ACTIVE,CONSUMER,28-02-2025 08:01,Asia/Kolkata,264237.06,2,0.578619483,0
ACC0021132,394221.03,102130.05,90,MEDIUM,PAID,CONSUMER,18-01-2024 17:58,Asia/Dubai,0,0,0,61-90
ACC0021133,550601.47,26009.44,75,NPA,PAID,BNPL,03-12-2024 13:25,UTC,0,0,0,61-90
ACC0021134,644291.8,263439.28,120,NPA,CLOSED,BNPL,15-05-2025 17:10,Asia/Kolkata,2904.78,1,0.011026374,91-180
ACC0021135,676418.32,227051.18,60,LOW,WRITEOFF,AUTO,28-01-2024 09:59,Asia/Kolkata,0,0,0,31-60
ACC0021136,65297.13,221467.41,180,LOW,CLOSED,PERSONAL,15-09-2024 01:35,UTC,68558.52,1,0.309564825,91-180
ACC0021137,186927.77,557901.67,5,HIGH,WRITEOFF,PERSONAL,14-07-2025 12:36,Asia/Dubai,5849.28,1,0.010484428,Jan-30
ACC0021138,529035.76,81833.03,120,NPA,WRITEOFF,AUTO,25-04-2025 22:45,Asia/Kolkata,0,0,0,91-180
ACC0021139,762251.5,358697.79,30,NPA,WRITEOFF,CREDIT_CARD,19-01-2025 01:25,Asia/Dubai,0,0,0,Jan-30
ACC0021140,464696.39,457240.91,120,LOW,CLOSED,AUTO,17-11-2024 14:26,Asia/Dubai,0,0,0,91-180
ACC0021141,203767.68,611393.59,5,MEDIUM,ACTIVE,AUTO,17-03-2025 19:44,Asia/Kolkata,35658.82,1,0.058323837,Jan-30
ACC0021142,428808.59,191270.28,90,HIGH,CLOSED,AUTO,29-07-2025 12:54,UTC,0,0,0,61-90
ACC0021143,97724.31,501020.16,180,HIGH,WRITEOFF,CONSUMER,28-02-2024 10:11,Asia/Dubai,90599.24,2,0.18082953,91-180
ACC0021144,77106.82,671625.51,90,MEDIUM,ACTIVE,BNPL,22-07-2024 21:40,UTC,146266.64,1,0.217780054,61-90
ACC0021145,20314.31,214037.13,45,HIGH,ACTIVE,AUTO,30-12-2024 09:42,Asia/Kolkata,0,0,0,31-60
ACC0021146,127984.4,397752.81,1,HIGH,CLOSED,CONSUMER,18-01-2025 10:24,Asia/Dubai,0,0,0,Jan-30
ACC0021147,365932.17,656977.84,120,NPA,PAID,AUTO,11-11-2025 01:24,Asia/Dubai,64692.79,1,0.098470277,91-180
ACC0021148,467774.68,498120.19,45,MEDIUM,PAID,CREDIT_CARD,26-08-2024 03:40,Asia/Kolkata,144322.48,1,0.289734251,31-60
ACC0021149,200779.91,342162.74,1,HIGH,CLOSED,PERSONAL,29-03-2025 11:52,UTC,0,0,0,Jan-30
ACC0021150,198049.05,294981.65,60,NPA,CLOSED,PERSONAL,24-09-2025 11:20,Asia/Kolkata,0,0,0,31-60
ACC0021151,639599.08,631507.15,120,HIGH,PAID,CONSUMER,22-02-2025 19:23,Asia/Dubai,0,0,0,91-180
ACC0021152,779314.89,99361.89,0,MEDIUM,CLOSED,CONSUMER,04-05-2024 05:05,Asia/Kolkata,0,0,0,0
ACC0021153,397312.01,326118.62,90,HIGH,ACTIVE,PERSONAL,25-07-2025 23:43,Asia/Kolkata,0,0,0,61-90
ACC0021154,221706.06,364703.17,120,HIGH,WRITEOFF,BNPL,10-09-2024 15:44,Asia/Kolkata,26802.21,1,0.073490477,91-180
ACC0021155,621272.03,537830.12,90,NPA,ACTIVE,CONSUMER,28-06-2024 17:33,Asia/Kolkata,0,0,0,61-90
ACC0021156,198004.84,277173.1,180,HIGH,PAID,PERSONAL,27-10-2024 21:25,Asia/Kolkata,0,0,0,91-180
ACC0021157,533728.37,427719.77,60,LOW,ACTIVE,BNPL,22-07-2025 05:58,UTC,104407.74,1,0.244103143,31-60
ACC0021158,664105.53,82147.16,0,HIGH,ACTIVE,AUTO,15-04-2025 09:47,Asia/Dubai,0,0,0,0
ACC0021159,531179.22,169867.68,15,MEDIUM,CLOSED,PERSONAL,13-11-2024 08:11,UTC,0,0,0,Jan-30
ACC0021160,210553.88,690280.12,120,HIGH,CLOSED,PERSONAL,26-12-2024 12:36,Asia/Dubai,0,0,0,91-180
ACC0021161,593757.88,171210.97,120,MEDIUM,WRITEOFF,BNPL,01-11-2025 01:04,UTC,0,0,0,91-180
ACC0021162,642691.09,409444.83,0,NPA,WRITEOFF,PERSONAL,24-01-2024 05:50,Asia/Dubai,0,0,0,0
ACC0021163,228269.85,435016.1,0,LOW,WRITEOFF,CONSUMER,04-07-2024 06:04,Asia/Dubai,0,0,0,0
ACC0021164,418946.5,262068.46,30,NPA,CLOSED,BNPL,17-09-2024 09:38,UTC,103656.19,2,0.395530962,Jan-30
ACC0021165,448044.38,667389.39,60,LOW,PAID,CREDIT_CARD,14-06-2025 14:26,Asia/Dubai,0,0,0,31-60
ACC0021166,450241.38,256341.76,15,HIGH,ACTIVE,CREDIT_CARD,20-10-2024 23:25,Asia/Kolkata,0,0,0,Jan-30
ACC0021167,584200.88,507984.09,0,NPA,PAID,CREDIT_CARD,06-02-2025 15:29,Asia/Dubai,0,0,0,0
ACC0021168,484940.67,16473.43,120,MEDIUM,PAID,BNPL,17-02-2025 08:17,UTC,0,0,0,91-180
ACC0021169,97627.62,546675.75,120,LOW,WRITEOFF,CREDIT_CARD,13-05-2025 13:57,UTC,61455.58,1,0.112416876,91-180
ACC0021170,660732.96,379287.23,45,LOW,WRITEOFF,PERSONAL,05-12-2024 02:29,Asia/Kolkata,145933.92,1,0.384758327,31-60
ACC0021171,353889.54,355911.88,60,HIGH,PAID,AUTO,02-07-2024 20:09,Asia/Dubai,187290.63,3,0.526227531,31-60
